,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
5027,YMR323W,8,106,0,0,1313,40,0.4135567402894136,
5028,YMR324C,29,2282,0,0,242,40,0.2190082644628099,
5029,YMR325W,0,0,1,2,374,40,1.0,
5030,YMR326C,14,2054,14,2276,308,40,0.275974025974026,
5031,YNL339C,0,0,0,0,5727,7,1.0,
5032,YNL339W-B,0,0,0,0,482,12,1.0,
5033,YNL339W-A,0,0,0,0,575,12,1.0,
5034,YNL338W,1,1,0,0,158,7,0.5949367088607594,
5035,YNL337W,30,3528,13,666,254,4,0.2440944881889764,
5036,YNL336W,14,197,0,0,1145,3,0.188646288209607,
5037,YNL335W,7,72,0,0,677,7,0.4756277695716396,
5038,YNL334C,10,63,1,2,668,11,0.4925149700598802,
5039,YNL333W,6,146,2,3,896,59,0.6104910714285714,
5040,YNL332W,7,72,0,0,1022,59,0.2925636007827789,
5041,YNL331C,37,647,3,39,1130,0,0.13274336283185842,
5042,YNL330C,16,91,0,0,1301,11,0.2013835511145273,
5043,YNL329C,36,316,6,283,3092,16,0.15265200517464425,
5044,YNL328C,19,269,15,299,440,1,0.2,
5045,YNL327W,41,484,3,40,3125,30,0.13312000000000002,
5046,YNL326C,27,178,5,127,1010,16,0.1207920792079208,
5047,YNL325C,56,647,6,147,2639,1,0.06290261462675256,
5048,YNL324W,13,325,2,34,395,1,0.3316455696202532,
5049,YNL323W,27,592,0,0,1244,5,0.1422829581993569,
5050,YNL322C,5,17,4,47,941,11,0.37194473963868224,
5051,YNL321W,39,960,7,428,2726,2,0.3147468818782098,
5052,YNL320W,17,316,2,58,854,0,0.3946135831381733,
5053,YNL319W,4,14,2,45,440,0,0.4886363636363637,
5054,YNL318C,21,222,0,0,1622,10,0.2040690505548705,
5055,YNL317W,14,136,1,5,1397,17,0.3657838224767359,ess
5056,YNL316C,14,156,5,38,1004,3,0.33665338645418325,
5057,YNL315C,0,0,5,53,956,4,1.0,
5058,YNL314W,15,129,2,15,767,4,0.19556714471968709,
5059,YNL313C,15,68,0,0,2714,23,0.5051584377302873,ess
5060,YNL312W,1,3,0,0,929,1,0.7179763186221744,ess
5061,YNL311C,36,333,10,240,2291,41,0.19947621126145787,
5062,YNL310C,9,52,2,5,524,0,0.2538167938931298,
5063,YNL309W,28,350,1,52,1262,26,0.13391442155309033,
5064,YNL308C,7,61,1,31,1775,48,0.4642253521126761,
5065,YNL307C,11,48,2,18,1127,28,0.28305235137533274,
5066,YNL306W,5,36,0,0,653,32,0.31393568147013784,
5067,YNL305C,16,92,5,9,893,32,0.1690929451287794,
5068,YNL304W,36,742,6,128,1253,3,0.16440542697525934,
5069,YNL303W,20,318,3,80,347,4,0.2737752161383285,
5070,YNL302C,0,0,0,0,985,4,1.0,
5071,YNL301C,32,203,2,12,992,4,0.17943548387096775,
5072,YNL300W,4,51,2,7,308,4,0.4383116883116883,
5073,YNL299W,35,1400,1,3,1928,15,0.15612033195020747,
5074,YNL298W,27,249,0,0,2528,42,0.3488924050632912,
5075,YNL297C,18,135,0,0,4910,5,0.4712830957230142,
5076,YNL296W,0,0,0,0,314,5,1.0,
5077,YNL295W,18,121,3,13,1574,66,0.16073697585768745,
5078,YNL294C,42,630,5,248,1601,138,0.188632104934416,
5079,YNL293W,65,1142,7,90,1901,15,0.10994213571804314,
5080,YNL292W,14,49,7,94,1211,15,0.2725020644095789,
5081,YNL291C,16,120,0,0,1646,10,0.19015795868772786,
5082,YNL290W,10,84,0,0,1022,0,0.3913894324853229,ess
5083,YNL289W,32,582,0,0,839,0,0.2383790226460072,
5084,YNL288W,23,194,5,16,1121,2,0.14897413024085635,
5085,YNL287W,11,27,0,0,2807,37,0.4086213038831493,ess
5086,YNL286W,21,249,5,12,857,78,0.20303383897316216,
5087,YNL285W,40,2202,11,174,371,78,0.22911051212938005,
5088,YNL284C,4,11,3,9,968,17,0.5361570247933884,
5089,YNL283C,25,226,0,0,1511,12,0.34083388484447386,
5090,YNL282W,7,62,3,11,587,36,0.4531516183986372,
5091,YNL281W,6,84,2,4,461,5,0.3405639913232104,
5092,YNL280C,3,45,0,0,1316,27,0.6117021276595744,
5093,YNL279W,53,794,5,63,1985,12,0.08866498740554156,
5094,YNL278W,95,2236,3,20,3182,12,0.2702702702702703,
5095,YNL277W-A,29,1024,10,90,188,3,0.25,
5096,YNL277W,50,632,2,24,1460,3,0.10342465753424658,
5097,YNL276C,21,214,5,44,395,3,0.19746835443037972,
5098,YNL275W,31,352,9,69,1730,9,0.2352601156069364,
5099,YNL274C,13,221,0,0,1052,9,0.17490494296577944,
5100,YNL273W,17,221,4,215,3716,11,0.2707212055974166,
5101,YNL272C,6,52,0,0,2279,52,0.6687143483984204,ess
5102,YNL271C,29,206,0,0,5861,11,0.2726497184780754,
5103,YNL270C,38,637,5,73,1721,12,0.19116792562463686,
5104,YNL269W,49,1687,2,33,395,4,0.12151898734177215,
5105,YNL268W,34,600,7,93,1835,4,0.1220708446866485,
5106,YNL267W,17,93,0,0,3200,4,0.314375,
5107,YNL266W,4,25,3,12,419,4,0.4009546539379475,
5108,YNL265C,21,152,11,250,1001,9,0.17082917082917082,
5109,YNL264C,31,598,4,113,1052,2,0.1720532319391635,
5110,YNL263C,8,50,3,14,944,1,0.4661016949152542,ess
5111,YNL262W,57,349,0,0,6668,9,0.129874025194961,ess
5112,YNL261W,1,11,0,0,1439,9,0.9492703266157052,ess
5113,YNL260C,0,0,0,0,596,3,1.0,
5114,YNL259C,5,20,5,60,221,3,0.4796380090497738,
5115,YNL258C,6,49,1,6,2264,63,0.4743816254416961,
5116,YNL257C,63,330,1,1,3689,0,0.08078069937652481,
5117,YNL256W,6,24,0,0,2474,31,0.4571544058205336,ess
5118,YNL255C,7,71,8,255,461,31,0.5314533622559653,
5119,YNL254C,17,103,14,535,1205,31,0.4697095435684647,
5120,YNL253W,30,325,10,101,1268,9,0.13722397476340695,
5121,YNL252C,10,63,0,0,845,9,0.5053254437869823,
5122,YNL251C,25,355,0,0,1727,0,0.2721482339316734,ess
5123,YNL250W,35,239,11,259,3938,12,0.3344337227018791,
5124,YNL249C,32,421,2,5,1628,2,0.17383292383292384,
5125,YNL248C,0,0,0,0,1247,18,1.0,
5126,YNL247W,10,50,0,0,2303,18,0.3139383412939644,ess
5127,YNL246W,26,261,6,104,889,18,0.13385826771653545,
5128,YNL245C,4,13,2,11,539,20,0.614100185528757,ess
5129,YNL244C,9,29,0,0,326,20,0.5061349693251533,ess
5130,YNL243W,38,440,0,0,2906,47,0.11459050240880934,
5131,YNL242W,81,1553,2,108,4778,36,0.17706153202176642,
5132,YNL241C,71,989,9,152,1517,9,0.1094264996704021,
5133,YNL240C,38,244,1,1,1475,9,0.18440677966101696,ess
5134,YNL239W,26,329,7,62,1364,15,0.14589442815249268,
5135,YNL238W,20,165,0,0,2444,10,0.29418985270049103,
5136,YNL237W,34,580,3,32,1379,8,0.1363306744017404,
5137,YNL236W,25,263,1,1,2924,21,0.3337893296853625,
5138,YNL235C,21,628,4,88,431,21,0.2784222737819025,
5139,YNL234W,35,494,8,88,1280,29,0.13203125,
5140,YNL233W,34,294,3,45,2678,3,0.17849141150112025,
5141,YNL232W,7,31,0,0,878,19,0.3143507972665148,
5142,YNL231C,76,2326,2,42,1055,19,0.06919431279620854,
5143,YNL230C,61,1045,2,6,1139,20,0.2388059701492537,
5144,YNL229C,7,54,3,15,1064,18,0.2659774436090225,
5145,YNL228W,23,172,18,2630,776,44,0.19201030927835053,
5146,YNL227C,20,157,0,0,1772,44,0.6450338600451467,
5147,YNL226W,3,49,0,0,410,44,0.8219512195121951,
5148,YNL225C,11,226,2,31,1745,33,0.501432664756447,
5149,YNL224C,36,496,1,3,2303,12,0.21971341728180635,
5150,YNL223W,11,66,11,124,1484,40,0.4022911051212938,
5151,YNL222W,4,14,0,0,620,40,0.5,
5152,YNL221C,18,153,0,0,2627,16,0.35515797487628475,ess
5153,YNL220W,7,47,1,4,1301,15,0.4142966948501153,
5154,YNL219C,21,444,0,0,1667,11,0.3599280143971206,
5155,YNL218W,33,748,15,430,1763,4,0.13386273397617698,
5156,YNL217W,48,1156,6,130,980,26,0.09795918367346937,
5157,YNL216W,22,91,0,0,2483,34,0.20821586790173174,
5158,YNL215W,3,22,1,15,962,10,0.7110187110187111,
5159,YNL214W,15,93,7,85,599,10,0.2454090150250417,
5160,YNL213C,5,63,2,3,644,3,0.75,
5161,YNL212W,24,121,1,4,2348,14,0.303236797274276,
5162,YNL211C,12,96,4,29,260,14,0.3884615384615385,
5163,YNL210W,11,121,2,5,812,2,0.2943349753694581,
5164,YNL209W,24,561,13,1021,1841,11,0.4361759913090712,
5165,YNL208W,20,182,11,199,599,17,0.2036727879799666,
5166,YNL207W,4,13,0,0,1277,17,0.6851996867658575,ess
5167,YNL206C,24,342,6,101,1367,7,0.3196781272860278,
5168,YNL205C,14,495,0,0,422,7,0.4597156398104265,
5169,YNL204C,11,171,1,7,902,7,0.3869179600886918,
5170,YNL203C,22,432,10,190,611,7,0.2324058919803601,
5171,YNL202W,49,1070,8,37,878,32,0.16173120728929385,
5172,YNL201C,29,256,0,0,2576,0,0.296195652173913,
5173,YNL200C,18,147,0,0,740,75,0.15,
5174,YNL199C,12,52,0,0,1604,41,0.2880299251870324,
5175,YNL198C,4,29,0,0,302,41,0.4139072847682119,
5176,YNL197C,4,119,1,1,1985,41,0.5168765743073048,
5177,YNL196C,24,366,1,27,896,46,0.25223214285714285,
5178,YNL195C,21,414,0,0,785,30,0.2280254777070064,
5179,YNL194C,26,253,2,14,905,9,0.29613259668508285,
5180,YNL193W,23,341,13,384,1676,3,0.2016706443914081,
5181,YNL192W,24,122,3,5,3395,20,0.2642120765832106,
5182,YNL191W,41,1071,7,44,1073,20,0.1407269338303821,
5183,YNL190W,23,269,2,4,614,3,0.1791530944625407,
5184,YNL189W,6,42,0,0,1628,13,0.4545454545454545,ess
5185,YNL188W,5,17,0,0,1301,20,0.4342813220599539,
5186,YNL187W,30,746,2,2,1073,3,0.14259086672879775,
5187,YNL186W,5,23,0,0,2378,43,0.5954583683767872,
5188,YNL185C,1,1,0,0,476,99,0.7163865546218487,
5189,YNL184C,0,0,3,28,326,99,1.0,
5190,YNL183C,30,205,1,8,2372,8,0.2786677908937605,
5191,YNL182C,6,35,1,2,1667,37,0.47750449910018,ess
5192,YNL181W,10,60,0,0,1223,31,0.19705641864268192,ess
5193,YNL180C,3,12,0,0,995,13,0.5095477386934674,
5194,YNL179C,14,165,8,167,437,13,0.6613272311212814,
5195,YNL178W,0,0,1,1,722,13,1.0,ess
5196,YNL177C,0,0,3,32,929,13,1.0,
5197,YNL176C,32,415,1,6,1910,13,0.18848167539267016,
5198,YNL175C,28,168,6,75,1211,37,0.18909991742361684,
5199,YNL174W,5,24,3,32,572,37,0.28321678321678323,
5200,YNL173C,30,574,0,0,1100,10,0.2745454545454545,
5201,YNL172W,22,97,0,0,5246,3,0.24513915364086925,ess
5202,YNL171C,4,23,2,21,368,3,0.4429347826086957,
5203,YNL170W,6,57,2,13,395,0,0.6075949367088608,
5204,YNL169C,3,9,2,27,1502,27,0.5659121171770972,
5205,YNL168C,11,522,2,128,779,27,0.21052631578947367,
5206,YNL167C,13,66,0,0,1943,16,0.3468862583633556,
5207,YNL166C,16,235,2,12,1346,5,0.2838038632986627,
5208,YNL165W,25,448,0,0,1220,17,0.18770491803278688,
5209,YNL164C,18,304,0,0,1055,212,0.2009478672985782,
5210,YNL163C,12,88,0,0,3332,15,0.36764705882352944,
5211,YNL162W-A,2,38,0,0,218,18,0.4311926605504587,
5212,YNL162W,0,0,0,0,832,1,1.0,
5213,YNL161W,5,50,1,1,2270,23,0.3696035242290749,
5214,YNL160W,33,444,3,58,1064,0,0.18421052631578946,
5215,YNL159C,6,134,12,217,869,12,0.3613348676639816,
5216,YNL158W,3,23,2,27,596,13,0.4278523489932886,
5217,YNL157W,15,215,8,127,506,8,0.2391304347826087,
5218,YNL156C,23,437,0,0,899,7,0.17797552836484984,
5219,YNL155W,24,847,3,41,824,24,0.2196601941747573,
5220,YNL154C,47,487,7,292,1640,27,0.08963414634146341,
5221,YNL153C,12,492,9,61,389,187,0.32904884318766064,
5222,YNL152W,3,5,1,3,1229,6,0.5679414157851912,
5223,YNL151C,8,31,1,12,755,6,0.40264900662251657,
5224,YNL150W,8,95,2,5,407,23,0.7248157248157249,
5225,YNL149C,0,0,4,11,389,23,1.0,
5226,YNL148C,98,16740,5,41,764,3,0.1544502617801047,
5227,YNL147W,3,63,3,55,443,8,0.672686230248307,
5228,YNL146C-A,19,498,6,142,194,8,0.3247422680412371,
5229,YNL146W,5,23,2,18,302,8,0.7781456953642384,
5230,YNL145W,2,7,2,4,116,8,0.7586206896551724,
5231,YNL144C,60,682,11,149,2222,8,0.13546354635463545,
5232,YNL144W-A,3,9,0,0,83,8,0.5301204819277109,
5233,YNL143C,20,454,3,29,392,14,0.2066326530612245,
5234,YNL142W,48,789,2,19,1499,4,0.08205470313542361,
5235,YNL141W,20,348,2,38,1043,0,0.19463087248322147,
5236,YNL140C,4,23,2,7,569,0,0.8488576449912126,
5237,YNL139C,27,157,0,0,4793,56,0.20509075735447527,
5238,YNL138W-A,4,26,1,1,379,56,0.4670184696569921,
5239,YNL138W,11,55,1,2,1580,56,0.5987341772151898,
5240,YNL137C,16,100,0,0,1460,3,0.5616438356164384,
5241,YNL136W,17,124,0,0,1277,3,0.2654659357870008,
5242,YNL135C,2,3,3,8,344,0,0.6918604651162791,
5243,YNL134C,23,209,9,97,1130,2,0.13539823008849558,
5244,YNL133C,7,55,14,328,521,9,0.6986564299424184,
5245,YNL132W,11,39,1,2,3170,14,0.3397476340694006,
5246,YNL131W,1,2,0,0,458,14,0.8864628820960698,
5247,YNL130C,28,716,8,116,1273,15,0.17989002356637862,
5248,YNL130C-A,11,53,3,57,146,15,0.3561643835616438,
5249,YNL129W,9,32,3,57,722,6,0.26869806094182824,
5250,YNL128W,37,823,1,19,1304,39,0.18711656441717792,
5251,YNL127W,23,366,0,0,2861,22,0.20657112897588256,
5252,YNL126W,11,36,0,0,2540,32,0.27125984251968505,ess
5253,YNL125C,31,305,9,147,2021,8,0.30727362691736765,
5254,YNL124W,8,30,3,9,1478,3,0.5852503382949933,ess
5255,YNL123W,42,728,10,278,2993,54,0.13264283327764784,
5256,YNL122C,12,137,19,1308,347,23,0.29394812680115273,
5257,YNL121C,11,68,3,27,1853,6,0.3211009174311927,
5258,YNL120C,2,3,0,0,485,6,0.5175257731958763,
5259,YNL119W,17,97,0,0,1481,47,0.2646860229574612,
5260,YNL118C,18,63,0,0,2912,17,0.334478021978022,
5261,YNL117W,73,928,7,70,1664,47,0.058894230769230775,
5262,YNL116W,29,261,8,129,1568,2,0.15306122448979592,
5263,YNL115C,39,484,7,119,1934,6,0.08945191313340227,
5264,YNL114C,0,0,0,0,371,6,1.0,
5265,YNL113W,0,0,0,0,428,6,1.0,ess
5266,YNL112W,22,101,0,0,2642,11,0.4061317183951552,
5267,YNL111C,0,0,0,0,362,63,1.0,
5268,YNL110C,3,15,0,0,662,78,0.7416918429003021,ess
5269,YNL109W,7,142,3,8,545,78,0.4238532110091744,
5270,YNL108C,21,674,3,47,812,0,0.2844827586206897,
5271,YNL107W,2,16,4,29,680,1,0.6029411764705882,
5272,YNL106C,72,755,2,21,3551,1,0.08307519008729937,
5273,YNL105W,12,130,4,28,428,6,0.2733644859813084,
5274,YNL104C,70,1604,14,674,1859,46,0.092522861753631,
5275,YNL103W-A,5,289,7,111,89,46,0.7415730337078652,
5276,YNL103W,18,220,1,3,2018,20,0.3171456888007929,
5277,YNL102W,22,102,1,6,4406,9,0.3066273263731276,ess
5278,YNL101W,45,528,4,41,2141,11,0.13124708080336292,
5279,YNL100W,21,293,3,48,704,52,0.15625,
5280,YNL099C,17,118,5,85,716,52,0.25837988826815644,
5281,YNL098C,3,27,0,0,968,0,0.5723140495867769,
5282,YNL097C-B,7,117,1,2,122,18,0.30327868852459017,
5283,YNL097C,19,313,1,2,992,23,0.2247983870967742,
5284,YNL097W-A,1,2,6,43,155,18,0.7806451612903226,
5285,YNL096C,17,130,2,10,917,23,0.2682660850599782,
5286,YNL095C,17,229,3,26,1928,52,0.20850622406639005,
5287,YNL094W,31,400,2,27,1763,12,0.3034600113442995,
5288,YNL093W,11,84,1,1,662,12,0.2447129909365559,
5289,YNL092W,43,557,5,23,1202,2,0.15307820299500832,
5290,YNL091W,26,192,0,0,3722,4,0.25308973670069856,
5291,YNL090W,5,80,3,64,578,24,0.29238754325259514,
5292,YNL089C,5,80,0,0,476,24,0.3277310924369748,
5293,YNL088W,20,76,0,0,4286,7,0.2382174521698553,ess
5294,YNL087W,101,2108,3,35,3536,12,0.09785067873303167,
5295,YNL086W,6,45,2,31,308,0,0.3181818181818182,
5296,YNL085W,42,411,1,1,2492,39,0.23234349919743175,
5297,YNL084C,6,18,3,7,1049,11,0.5338417540514776,
5298,YNL083W,27,209,1,2,1484,12,0.2095687331536388,
5299,YNL082W,23,247,1,28,2621,6,0.19916062571537585,
5300,YNL081C,1,18,3,20,431,1,0.8584686774941995,
5301,YNL080C,15,74,0,0,1100,10,0.2063636363636364,
5302,YNL079C,13,81,4,32,599,8,0.3973288814691152,
5303,YNL078W,39,1072,3,41,1223,12,0.15126737530662307,
5304,YNL077W,29,159,0,0,1586,1,0.1853720050441362,
5305,YNL076W,12,189,0,0,1754,1,0.19555302166476626,
5306,YNL075W,4,25,0,0,872,22,0.4059633027522936,ess
5307,YNL074C,41,439,5,58,1358,22,0.09941089837997054,
5308,YNL073W,13,95,1,1,1730,0,0.3670520231213873,
5309,YNL072W,38,838,6,72,923,87,0.15384615384615385,
5310,YNL071W,21,232,7,78,1448,3,0.21477900552486187,
5311,YNL070W,3,108,7,58,182,57,0.6538461538461539,
5312,YNL069C,5,24,0,0,1045,61,0.7234449760765551,
5313,YNL068C,66,905,8,145,2588,31,0.08616692426584235,
5314,YNL067W-A,4,17,4,5,146,31,0.4246575342465753,
5315,YNL067W-B,3,48,17,321,140,1,0.45,
5316,YNL067W,8,130,0,0,575,0,0.28347826086956524,
5317,YNL066W,66,1633,4,222,1620,12,0.14506172839506173,
5318,YNL065W,41,457,1,8,1760,21,0.10852272727272727,
5319,YNL064C,12,55,0,0,1229,39,0.3401139137510171,
5320,YNL063W,18,321,8,259,944,6,0.24152542372881355,
5321,YNL062C,9,45,0,0,1436,33,0.44707520891364905,
5322,YNL061W,11,91,0,0,1856,33,0.4595905172413794,ess
5323,YNL059C,4,47,1,2,2267,39,0.42214380238200266,
5324,YNL058C,8,107,4,274,950,113,0.4810526315789474,
5325,YNL057W,1,1,0,0,332,113,0.8433734939759037,
5326,YNL056W,9,156,11,136,593,113,0.4907251264755481,
5327,YNL055C,23,514,14,219,851,113,0.13396004700352526,
5328,YNL054W,24,284,1,3,3497,7,0.30454675436088074,
5329,YNL053W,85,1709,0,0,1469,1,0.2035398230088496,
5330,YNL052W,13,64,14,321,461,18,0.27765726681127983,
5331,YNL051W,16,67,7,196,1211,21,0.2791081750619323,
5332,YNL050C,13,114,4,46,903,0,0.3023255813953488,
5333,YNL049C,16,157,1,1,2630,70,0.22661596958174904,
5334,YNL048W,7,41,1,2,1646,55,0.36391251518833534,
5335,YNL047C,33,447,7,222,1970,55,0.2878172588832487,
5336,YNL046W,26,454,5,10,518,28,0.2084942084942085,
5337,YNL045W,39,290,13,140,2015,6,0.16575682382133994,
5338,YNL044W,12,244,1,1,609,6,0.32348111658456485,
5339,YNL043C,5,130,4,38,320,6,0.621875,
5340,YNL042W-B,25,399,1,1,257,17,0.14396887159533073,
5341,YNL042W,24,460,0,0,1190,8,0.2352941176470588,
5342,YNL041C,28,274,1,24,2519,59,0.20881302104009528,
5343,YNL040W,11,45,7,117,1370,59,0.2605839416058394,
5344,YNL039W,11,67,0,0,1784,59,0.6070627802690582,ess
5345,YNL038W,9,35,6,60,763,59,0.3420707732634338,ess
5346,YNL037C,17,85,0,0,1082,99,0.24214417744916825,
5347,YNL036W,9,112,1,1,665,36,0.26165413533834586,
5348,YNL035C,27,424,12,193,1169,33,0.1822070145423439,
5349,YNL034W,6,46,0,0,1838,4,0.6381936887921654,
5350,YNL033W,0,0,0,0,854,6,1.0,
5351,YNL032W,10,37,3,16,845,0,0.3585798816568047,
5352,YNL031C,8,113,5,20,410,12,0.23414634146341465,
5353,YNL030W,6,34,1,1,311,9,0.5176848874598071,
5354,YNL029C,39,696,13,776,1568,14,0.19005102040816327,
5355,YNL028W,26,1027,2,5,317,14,0.14511041009463724,
5356,YNL027W,27,253,2,32,2036,32,0.15422396856581533,
5357,YNL026W,6,25,1,3,1454,27,0.5075653370013755,ess
5358,YNL025C,9,43,4,125,971,27,0.7476828012358393,
5359,YNL024C-A,0,0,2,7,218,3,1.0,ess
5360,YNL024C,37,382,4,44,740,17,0.1662162162162162,
5361,YNL023C,50,570,5,95,2897,2,0.1052813255091474,
5362,YNL022C,25,513,3,16,1472,19,0.11073369565217392,
5363,YNL021W,25,262,1,21,2120,52,0.17971698113207546,
5364,YNL020C,37,304,2,2,1916,2,0.11899791231732774,
5365,YNL019C,0,0,0,0,854,2,1.0,
5366,YNL018C,6,35,0,0,1838,1,0.33569096844396085,
5367,YNL017C,14,1733,11,86,338,3,0.4526627218934911,
5368,YNL016W,12,39,0,0,1361,14,0.4819985304922851,
5369,YNL015W,0,0,1,1,227,57,1.0,
5370,YNL014W,57,618,2,47,3134,23,0.13146139119336311,
5371,YNL013C,0,0,0,0,377,23,1.0,
5372,YNL012W,59,1140,2,13,1979,13,0.12228398180899445,
5373,YNL011C,7,63,1,4,1334,26,0.4662668665667166,
5374,YNL010W,32,637,7,104,725,26,0.3131034482758621,
5375,YNL009W,39,748,16,104,1262,32,0.14025356576862125,
5376,YNL008C,49,540,13,1400,2030,4,0.12019704433497536,
5377,YNL007C,3,34,0,0,1058,82,0.4442344045368621,
5378,YNL006W,5,72,2,6,911,91,0.7464324917672887,
5379,YNL005C,10,114,0,0,1115,84,0.5470852017937221,
5380,YNL004W,121,3676,7,108,1706,102,0.06447831184056271,
5381,YNL003C,20,118,6,58,854,33,0.4028103044496487,
5382,YNL002C,2,53,0,0,968,15,0.9638429752066116,ess
5383,YNL001W,22,136,1,5,1160,15,0.1922413793103448,
5384,YNR001C,108,2730,2,34,1439,21,0.1341209173036831,
5385,YNR001W-A,16,547,8,38,218,21,0.3348623853211009,
5386,YNR002C,151,10302,16,292,848,7,0.054245283018867926,
5387,YNR003C,17,136,2,27,953,12,0.2938090241343127,ess
5388,YNR003W-A,2,2,19,1254,98,12,0.5306122448979592,
5389,YNR004W,14,80,3,18,440,12,0.18181818181818185,
5390,YNR005C,3,38,1,8,404,17,0.5891089108910891,
5391,YNR006W,29,230,1,2,1868,22,0.14989293361884368,
5392,YNR007C,30,377,3,76,932,9,0.17060085836909872,
5393,YNR008W,62,1007,6,81,1985,89,0.1455919395465995,
5394,YNR009W,17,176,5,32,749,35,0.43124165554072097,
5395,YNR010W,5,41,2,8,449,35,0.5055679287305123,
5396,YNR011C,32,161,0,0,2630,3,0.16197718631178706,ess
5397,YNR012W,18,115,5,75,1505,3,0.1973421926910299,
5398,YNR013C,75,1763,0,0,2684,2,0.13934426229508196,
5399,YNR014W,40,730,27,675,638,129,0.1238244514106583,
5400,YNR015W,73,2584,7,435,1154,129,0.07452339688041594,
5401,YNR016C,57,229,1,6,6701,5,0.10267124309804508,ess
5402,YNR017W,11,76,2,27,668,2,0.3218562874251497,ess
5403,YNR018W,49,1579,25,2226,674,8,0.08753709198813056,
5404,YNR019W,58,3063,5,220,1928,2,0.06742738589211618,
5405,YNR020C,27,211,14,576,812,2,0.1921182266009852,
5406,YNR021W,28,428,12,272,1214,5,0.18945634266886327,
5407,YNR022C,5,52,1,2,419,5,0.3221957040572792,
5408,YNR023W,8,233,2,17,1700,2,0.6958823529411765,
5409,YNR024W,3,53,4,67,560,2,0.4571428571428571,
5410,YNR025C,4,100,0,0,359,2,0.6295264623955432,
5411,YNR026C,18,121,0,0,1415,2,0.2876325088339223,
5412,YNR027W,21,329,5,62,953,10,0.2350472193074501,
5413,YNR028W,30,362,6,57,926,15,0.1263498920086393,
5414,YNR029C,21,85,0,0,1289,18,0.20403413498836304,
5415,YNR030W,18,392,0,0,1655,34,0.14561933534743202,
5416,YNR031C,175,6579,0,0,4739,3,0.051698670605613,
5417,YNR032W,45,2526,3,13,1106,4,0.10669077757685352,
5418,YNR032C-A,7,50,12,2720,221,4,0.3665158371040724,
5419,YNR033W,47,1062,11,185,2363,23,0.20355480321625047,
5420,YNR034W,25,618,0,0,965,7,0.16683937823834194,
5421,YNR034W-A,11,190,1,8,296,0,0.19594594594594594,
5422,YNR035C,1,12,0,0,1028,46,0.730544747081712,ess
5423,YNR036C,5,14,2,10,461,46,0.3470715835140998,
5424,YNR037C,1,3,2,3,275,46,0.8145454545454546,
5425,YNR038W,10,45,1,1,1889,6,0.4044467972472208,ess
5426,YNR039C,37,635,3,53,1817,43,0.2107870115575124,
5427,YNR040W,29,203,10,108,770,43,0.15194805194805194,
5428,YNR041C,15,152,0,0,1118,8,0.43202146690518783,
5429,YNR042W,1,23,0,0,428,8,0.7546728971962616,
5430,YNR043W,3,16,0,0,1190,5,0.6579831932773109,ess
5431,YNR044W,39,462,3,26,2177,42,0.20073495636196603,
5432,YNR045W,15,108,1,15,1469,78,0.21851599727705925,
5433,YNR046W,7,88,3,26,407,78,0.37346437346437344,
5434,YNR047W,64,1129,7,223,2681,6,0.08429690414024618,
5435,YNR048W,20,169,4,24,1181,6,0.23370025402201525,
5436,YNR049C,18,153,6,25,632,4,0.34651898734177217,
5437,YNR050C,21,75,4,11,1340,24,0.21865671641791048,
5438,YNR051C,12,73,0,0,1547,81,0.17453135100193926,
5439,YNR052C,16,205,0,0,1301,8,0.3089930822444273,
5440,YNR053C,8,17,0,0,1992,51,0.3960843373493976,
5441,YNR054C,13,116,2,5,950,10,0.5642105263157895,ess
5442,YNR055C,49,981,1,3,1760,69,0.1068181818181818,
5443,YNR056C,41,545,2,6,1685,18,0.18160237388724035,
5444,YNR057C,55,2224,2,16,713,10,0.1150070126227209,
5445,YNR058W,41,903,8,166,1442,11,0.15672676837725386,
5446,YNR059W,28,184,3,25,1742,45,0.22101033295063147,
5447,YNR060W,52,979,0,0,2159,21,0.1046780917091246,
5448,YNR061C,7,54,1,10,659,21,0.4218512898330804,
5449,YNR062C,5,63,8,164,983,27,0.7243133265513734,
5450,YNR063W,23,295,0,0,1823,30,0.2748217224355458,
5451,YNR064C,27,460,7,127,872,24,0.2006880733944954,
5452,YNR065C,43,400,2,41,3350,52,0.14507462686567166,
5453,YNR066C,56,864,19,750,1310,96,0.16564885496183207,
5454,YNR067C,41,435,0,0,3353,102,0.1831195943930808,
5455,YNR068C,3,58,1,9,818,33,0.6674816625916871,
5456,YNR069C,13,116,2,57,1469,31,0.26957113682777395,
5457,YNR070W,62,837,2,2,4001,33,0.09822544363909022,
5458,YNR071C,35,859,4,17,1028,3,0.1186770428015564,
5459,YNR072W,23,234,1,1,1694,31,0.1912632821723731,
5460,YNR073C,10,155,1,5,1508,31,0.5795755968169761,
5461,YNR074C,21,120,2,55,1136,31,0.20774647887323944,
5462,YNR075W,28,576,9,762,1124,31,0.15035587188612098,
5463,YNR075C-A,9,144,8,1187,92,31,0.25,
5464,YNR076W,0,0,0,0,362,31,1.0,
5465,YNR077C,9,585,4,59,254,31,0.2952755905511811,
5466,YOL166W-A,2,121,16,3809,155,0,0.6967741935483871,
5467,YOL166C,2,7,0,0,338,0,0.6893491124260355,
5468,YOL165C,1,8,0,0,431,2,0.9419953596287703,
