hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,0,0.0,0.0060362173038229355,0.1317188847369934,0.5859374999999999,0.613682092555332,0.5377049180327869,YBL050W,ess
0.12,0.04,2,4.0,0.02403846153846154,0.4733803593947037,1.2773224043715847,0.2307692307692308,2.8854166666666665,YBL049W,non_ess
0.12,0.04,0,1.0,0.01607717041800643,0.31898244316080016,1.924778761061947,0.3472668810289389,1.851851851851852,YBL048W,non_ess
0.12,0.04,7,1.75,0.009408926417370327,0.16795635813693896,0.4456623134328359,1.0,1.0,YBL047C,non_ess
0.12,0.04,9,1.0,0.025,0.5454750875607276,1.1976047904191618,0.110188679245283,3.3835616438356166,YBL046W,non_ess
0.12,0.04,0,0.0,0.0029133284777858705,0.05140252560508839,0.13164283787429187,0.4981791697013838,0.4590643274853801,YBL045C,non_ess
0.12,0.04,7,1.75,0.025,1.1,1.0701754385964912,1.0,0.08967391304347826,YBL044W,non_ess
0.12,0.04,4,1.3333333333333333,0.014230271668822769,0.27032850507921025,0.4479723899913719,0.21733505821474766,0.8869047619047619,YBL043W,non_ess
0.12,0.04,6,2.0,0.025,0.5310699779422787,1.1826484018264842,0.12506513809275666,0.825,YBL042C,non_ess
0.12,0.04,0,0.0,0.0055172413793103435,0.09668629100084104,0.2926829268292683,0.4979310344827586,0.7728531855955679,YBL041W,ess
0.12,0.04,0,0.0,0.009259259259259259,0.16372447213568708,0.4678561314075333,0.4708994708994709,0.7640449438202247,YBL040C,ess
0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.7988826815642458,YBL039W-B,non_ess
0.12,0.04,0,0.0,0.005750431282346175,0.10743488688480904,0.5087108013937283,0.5796434732604946,0.43551587301587297,YBL039C,non_ess
0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,YBL039C-A,non_ess
0.12,0.04,0,0.0,0.0014326647564469914,0.02614198316204047,0.044884169884169885,1.0,0.2020057306590258,YBL038W,non_ess
0.12,0.04,1,0.3333333333333333,0.016249593760155997,0.3466132354955589,0.8352382627044136,0.1663958401039974,0.484375,YBL037W,non_ess
0.12,0.04,15,1.875,0.01164294954721863,0.2325750165651721,0.5111498257839722,0.21216041397153945,1.25,YBL036C,non_ess
0.12,0.04,0,1.0,0.005668398677373642,0.16044382355601566,0.4847363552266419,0.5351913084553613,0.3998234774933804,YBL035C,ess
0.12,0.04,0,0.0,0.004624532041400573,0.09040009894628244,0.4277217015140592,0.4600308302136094,2.173767352800383,YBL034C,ess
0.12,0.04,0,0.0,0.01253616200578592,0.2349386565682872,0.433477106834771,0.26325940212150434,0.42490842490842495,YBL033C,non_ess
0.12,0.04,2,0.2857142857142857,0.02096069868995633,0.4455725781717808,0.8099726360595926,0.16768558951965065,0.8385416666666667,YBL032W,non_ess
0.12,0.04,4,1.3333333333333333,0.01968503937007874,0.4771482369051694,0.5117753623188406,0.17716535433070865,0.7611111111111112,YBL031W,non_ess
0.12,0.04,6,4.0,0.025,1.1,1.8185610010427529,0.3133802816901409,0.98876404494382,YBL029C-A,non_ess
0.12,0.04,3,1.0,0.024778761061946902,0.6112695092518101,1.3236363636363635,0.4831858407079646,0.9358974358974358,YBL029W,non_ess
0.12,0.04,8,1.1428571428571428,0.0125,0.3202166064981949,0.8122743682310469,0.528125,0.9171597633136096,YBL028C,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.4462242562929062,YBL025W,non_ess
0.12,0.04,3,0.75,0.005842259006815969,0.1509395573253499,0.503731343283582,0.249269717624148,0.8066406249999999,YBL024W,non_ess
